pre,post,kind,weight
RMDVL,OLQVR,electrical,2.0
RMDVL,AUAL,electrical,2.0
RMDVL,SMDVL,electrical,5.0
RMDVL,AVER,electrical,1.0
RMDVL,RMDDL,electrical,2.0
RMDVL,SIAVR,electrical,1.0
RMDVL,RMDL,electrical,1.0
RMDVL,OLQDL,electrical,1.0
RMDVL,SIBVR,electrical,1.0
SDQL,SIADR,electrical,1.0
SDQL,FLPL,electrical,1.0
SDQL,DVA,electrical,1.0
SDQL,SDQR,electrical,2.0
ALML,SMBDR,electrical,1.0
ALML,RMGL,electrical,3.0
ALML,RMDDR,electrical,2.0
ALML,PVR,electrical,3.0
ALML,AVM,electrical,7.0
FLPL,AIBL,electrical,1.0
FLPL,RIH,electrical,1.0
FLPL,AVDL,electrical,5.0
FLPL,SIADR,electrical,1.0
FLPL,SDQL,electrical,1.0
FLPL,FLPR,electrical,6.0
FLPL,DD1,electrical,1.0
DVA,AVBL,electrical,11.0
DVA,AVBR,electrical,3.0
DVA,PVCL,electrical,3.0
DVA,SIAVR,electrical,1.0
DVA,SIADR,electrical,1.0
DVA,SAAVR,electrical,1.0
DVA,SDQL,electrical,1.0
DVA,PVR,electrical,15.0
DVA,SDQR,electrical,1.0
DVA,PVPL,electrical,1.0
DVA,PVCR,electrical,1.0
DVA,DB7,electrical,3.0
DVA,AS11,electrical,1.0
DVA,AVKL,electrical,18.0
DVA,PVM,electrical,1.0
DVA,PDEL,electrical,3.0
DVA,PDER,electrical,6.0
DVA,PVT,electrical,8.0
DVA,DA9,electrical,3.0
DVA,DVC,electrical,1.0
DVA,VA11,electrical,1.0
DVA,PDA,electrical,1.0
DVA,DB1,electrical,3.0
RIS,AIBL,electrical,1.0
RIS,AIBR,electrical,3.0
RIS,SMDVL,electrical,2.0
RIS,RIML,electrical,2.0
RIS,AVJL,electrical,15.0
RIS,AVEL,electrical,3.0
RIS,RMDR,electrical,1.0
RIS,SMDDR,electrical,5.0
RIS,SMDDL,electrical,2.0
RIS,RIMR,electrical,2.0
RIS,RMEV,electrical,1.0
PVR,ALMR,electrical,3.0
PVR,ALNR,electrical,16.0
PVR,ALML,electrical,3.0
PVR,DVA,electrical,15.0
PVR,PVCR,electrical,19.0
PVR,LUAR,electrical,9.0
PVR,DB7,electrical,4.0
PVR,BDUR,electrical,3.0
PVR,AVM,electrical,4.0
PVR,PVNR,electrical,5.0
PVR,PVM,electrical,1.0
PVR,PDEL,electrical,8.0
PVR,PDER,electrical,9.0
PVR,PLML,electrical,15.0
PVR,PLMR,electrical,3.0
PVR,PHAR,electrical,2.0
PVR,LUAL,electrical,6.0
PVR,DA9,electrical,15.0
PVR,PVWR,electrical,2.0
PVR,PDB,electrical,13.0
PVR,VD13,electrical,1.0
SDQR,AIBL,electrical,1.0
SDQR,AVBL,electrical,1.0
SDQR,RIVL,electrical,5.0
SDQR,SIBVL,electrical,2.0
SDQR,RIVR,electrical,3.0
SDQR,ALMR,electrical,2.0
SDQR,SIAVR,electrical,1.0
SDQR,SAADL,electrical,1.0
SDQR,SDQL,electrical,2.0
SDQR,DVA,electrical,1.0
RMHR,OLQVR,electrical,1.0
RMHR,RMGR,electrical,4.0
RMHR,RICR,electrical,1.0
PVPL,AIBR,electrical,2.0
PVPL,PVQL,electrical,8.0
PVPL,HSNL,electrical,1.0
PVPL,AVHR,electrical,4.0
PVPL,RIGL,electrical,2.0
PVPL,PVPR,electrical,2.0
PVPL,AVAL,electrical,1.0
PVPL,AVFL,electrical,2.0
PVPL,AQR,electrical,41.0
PVPL,DVA,electrical,1.0
PVPL,PVPL,electrical,1.0
PVPL,PQR,electrical,16.0
PVPL,PVNL,electrical,2.0
PVPL,AVG,electrical,3.0
PVPL,AS11,electrical,6.0
PVPL,AVKL,electrical,3.0
PVPL,VA12,electrical,1.0
PVPL,AVL,electrical,1.0
PVPL,PHAR,electrical,15.0
PVPL,PHBR,electrical,1.0
PVPL,PVT,electrical,14.0
PVPL,DVC,electrical,20.0
PVPL,AVFR,electrical,3.0
PVPL,AVKR,electrical,22.0
PVPL,DD6,electrical,2.0
PVPL,DVB,electrical,4.0
PVPL,PDB,electrical,1.0
PVPL,VD13,electrical,11.0
PVCR,AVAL,electrical,15.0
PVCR,AVDR,electrical,2.0
PVCR,AVAR,electrical,22.0
PVCR,PVCL,electrical,67.0
PVCR,AVJL,electrical,19.0
PVCR,AVJR,electrical,1.0
PVCR,SIBVL,electrical,1.0
PVCR,DVA,electrical,1.0
PVCR,PVR,electrical,19.0
PVCR,DB7,electrical,2.0
PVCR,PDER,electrical,2.0
PVCR,VA9,electrical,3.0
PVCR,PLMR,electrical,8.0
PVCR,VA12,electrical,8.0
PVCR,VB11,electrical,2.0
PVCR,PVDL,electrical,1.0
PVCR,PVDR,electrical,2.0
PVCR,SIBDR,electrical,1.0
PVCR,PVT,electrical,4.0
PVCR,PHCR,electrical,5.0
PVCR,DA9,electrical,3.0
PVCR,SIBVR,electrical,1.0
PVCR,PVWL,electrical,10.0
PVCR,PVWR,electrical,10.0
PVCR,VA11,electrical,3.0
PVCR,DA7,electrical,3.0
PVCR,VB10,electrical,1.0
PQR,PVPR,electrical,10.0
PQR,AVDL,electrical,2.0
PQR,AVDR,electrical,3.0
PQR,AVAR,electrical,17.0
PQR,PVCL,electrical,2.0
PQR,AVJL,electrical,5.0
PQR,AVJR,electrical,2.0
PQR,PVPL,electrical,16.0
PQR,PVNL,electrical,3.0
PQR,PVNR,electrical,2.0
PHBL,PVQL,electrical,3.0
PHBL,AVHR,electrical,2.0
PHBL,AVHL,electrical,1.0
PHBL,AVAR,electrical,1.0
PHBL,PVCL,electrical,3.0
PHBL,AVJR,electrical,1.0
PHBL,PLNL,electrical,1.0
PHBL,PHBR,electrical,17.0
LUAR,AVAL,electrical,2.0
LUAR,AVAR,electrical,4.0
LUAR,AVJL,electrical,1.0
LUAR,AVJR,electrical,1.0
LUAR,PVR,electrical,9.0
LUAR,PVNR,electrical,2.0
LUAR,PLMR,electrical,9.0
LUAR,PVT,electrical,4.0
LUAR,PVWL,electrical,3.0
LUAR,PVWR,electrical,3.0
PVNL,AVBR,electrical,7.0
PVNL,AVHL,electrical,1.0
PVNL,AVAL,electrical,1.0
PVNL,AVDR,electrical,1.0
PVNL,PVCL,electrical,2.0
PVNL,AVJL,electrical,5.0
PVNL,AVJR,electrical,1.0
PVNL,PVPL,electrical,2.0
PVNL,PQR,electrical,3.0
PVNL,BDUL,electrical,1.0
PVNL,PVNR,electrical,2.0
PVNL,PVT,electrical,2.0
PVNL,LUAL,electrical,3.0
AVG,RIFR,electrical,3.0
AVG,AVHR,electrical,4.0
AVG,AVFL,electrical,1.0
AVG,AVJR,electrical,1.0
AVG,PVPL,electrical,3.0
AVG,AS11,electrical,1.0
AVG,PVDL,electrical,1.0
AVG,PHAL,electrical,3.0
AVG,PHAR,electrical,2.0
AVG,PVT,electrical,4.0
AVG,PHCR,electrical,1.0
AVG,DVC,electrical,12.0
AVG,DD6,electrical,1.0
DA8,PVQL,electrical,1.0
DA8,AVHR,electrical,5.0
DA8,AVAL,electrical,8.0
DA8,AVAR,electrical,5.0
DA8,PVCL,electrical,17.0
DA8,AS11,electrical,1.0
DA8,VA12,electrical,6.0
DA8,DA9,electrical,15.0
DA8,DD6,electrical,2.0
DA8,DVB,electrical,5.0
DA8,PDA,electrical,1.0
DA8,VA10,electrical,2.0
DA8,DA7,electrical,1.0
DB7,AVBL,electrical,13.0
DB7,AVBR,electrical,3.0
DB7,AVHL,electrical,3.0
DB7,PVCL,electrical,8.0
DB7,DVA,electrical,3.0
DB7,PVR,electrical,4.0
DB7,PVCR,electrical,2.0
DB7,AS10,electrical,1.0
DB7,PDB,electrical,2.0
DB7,VA10,electrical,1.0
DB7,DB6,electrical,5.0
AS11,AVHR,electrical,17.0
AS11,AVHL,electrical,3.0
AS11,AVFL,electrical,2.0
AS11,RID,electrical,1.0
AS11,DVA,electrical,1.0
AS11,PVPL,electrical,6.0
AS11,AVG,electrical,1.0
AS11,DA8,electrical,1.0
AS11,AVKL,electrical,1.0
AS11,VB11,electrical,1.0
AS11,DVB,electrical,4.0
AS11,PDB,electrical,4.0
CEPVL,RIH,electrical,1.0
CEPVL,OLQVL,electrical,4.0
CEPVL,URAVL,electrical,3.0
RIFL,HSNL,electrical,1.0
RIFL,AVDL,electrical,1.0
RIFL,AVER,electrical,1.0
RIFL,VD1,electrical,1.0
BDUL,PVNL,electrical,1.0
BDUL,PLML,electrical,23.0
BDUR,HSNL,electrical,1.0
BDUR,HSNR,electrical,1.0
BDUR,PVR,electrical,3.0
BDUR,PLMR,electrical,23.0
SMDDL,RIBL,electrical,3.0
SMDDL,AIBR,electrical,2.0
SMDDL,RIAR,electrical,1.0
SMDDL,RIBR,electrical,4.0
SMDDL,RMDDL,electrical,3.0
SMDDL,RMHL,electrical,1.0
SMDDL,ALNR,electrical,1.0
SMDDL,SAAVR,electrical,4.0
SMDDL,RIS,electrical,2.0
SMDDL,RMDL,electrical,2.0
SMDDL,SIBDL,electrical,3.0
AVM,AVDL,electrical,8.0
AVM,ALMR,electrical,16.0
AVM,ALML,electrical,7.0
AVM,PVR,electrical,4.0
PVNR,HSNL,electrical,2.0
PVNR,HSNR,electrical,2.0
PVNR,AVBL,electrical,5.0
PVNR,AVBR,electrical,2.0
PVNR,PVPR,electrical,2.0
PVNR,AVFL,electrical,1.0
PVNR,AVDL,electrical,1.0
PVNR,AVDR,electrical,1.0
PVNR,AVJR,electrical,5.0
PVNR,PVR,electrical,5.0
PVNR,PQR,electrical,2.0
PVNR,LUAR,electrical,2.0
PVNR,PVNL,electrical,2.0
PVNR,PVT,electrical,3.0
PVNR,DVC,electrical,1.0
PVNR,PVWR,electrical,6.0
PVNR,VD13,electrical,1.0
AVKL,AIYL,electrical,1.0
AVKL,RIGR,electrical,1.0
AVKL,RIGL,electrical,2.0
AVKL,SMBDL,electrical,2.0
AVKL,SMBVL,electrical,6.0
AVKL,PVPR,electrical,6.0
AVKL,SMBDR,electrical,2.0
AVKL,SMBVR,electrical,2.0
AVKL,RICR,electrical,2.0
AVKL,AQR,electrical,7.0
AVKL,ADER,electrical,4.0
AVKL,DVA,electrical,18.0
AVKL,PVPL,electrical,3.0
AVKL,AS11,electrical,1.0
AVKL,PVM,electrical,1.0
AVKL,PDER,electrical,1.0
AVKL,VB11,electrical,1.0
AVKL,AVL,electrical,3.0
AVKL,PVT,electrical,5.0
AVKL,AVKR,electrical,9.0
AVKL,AS10,electrical,1.0
AVKL,VB10,electrical,1.0
DA1,AVAL,electrical,2.0
DA1,AVAR,electrical,9.0
DA1,AVER,electrical,1.0
DA1,FLPR,electrical,5.0
DA1,DA2,electrical,1.0
DA1,SABVR,electrical,1.0
VA2,AVAL,electrical,13.0
VA2,PLNR,electrical,2.0
VA2,SABD,electrical,12.0
VA2,VA6,electrical,1.0
VA2,DA3,electrical,1.0
VA2,VD2,electrical,1.0
VB3,AVBR,electrical,7.0
VB3,VB2,electrical,10.0
VB3,DB1,electrical,5.0
VB3,VA4,electrical,1.0
VB3,VB4,electrical,1.0
PVM,ADER,electrical,1.0
PVM,DVA,electrical,1.0
PVM,PVR,electrical,1.0
PVM,AVKL,electrical,1.0
PVM,PVM,electrical,1.0
PVM,PDEL,electrical,11.0
PVM,PDER,electrical,8.0
PVM,DB3,electrical,2.0
PVM,VD9,electrical,1.0
PDEL,PVCL,electrical,2.0
PDEL,DVA,electrical,3.0
PDEL,PVR,electrical,8.0
PDEL,PVM,electrical,11.0
PDEL,PDER,electrical,25.0
PDEL,PLML,electrical,2.0
PDEL,PLMR,electrical,4.0
PDEL,AVKR,electrical,1.0
PDEL,VD6,electrical,2.0
PDEL,VB10,electrical,1.0
PDER,PVCL,electrical,1.0
PDER,DVA,electrical,6.0
PDER,PVR,electrical,9.0
PDER,PVCR,electrical,2.0
PDER,AVKL,electrical,1.0
PDER,PVM,electrical,8.0
PDER,PDEL,electrical,25.0
PDER,PLML,electrical,3.0
PDER,PLMR,electrical,2.0
PDER,PVDR,electrical,1.0
PDER,VD9,electrical,5.0
PDER,VB9,electrical,7.0
PDER,VB10,electrical,4.0
PLML,AVAL,electrical,2.0
PLML,AVDL,electrical,3.0
PLML,AVDR,electrical,2.0
PLML,AVAR,electrical,3.0
PLML,PVCL,electrical,4.0
PLML,PVR,electrical,15.0
PLML,BDUL,electrical,23.0
PLML,PDEL,electrical,2.0
PLML,PDER,electrical,3.0
PLML,LUAL,electrical,8.0
VA9,AVAL,electrical,5.0
VA9,AVAR,electrical,5.0
VA9,PVCR,electrical,2.0
VA9,VB8,electrical,3.0
PLMR,AVAL,electrical,1.0
PLMR,PLNR,electrical,1.0
PLMR,PVR,electrical,3.0
PLMR,PVCR,electrical,8.0
PLMR,LUAR,electrical,9.0
PLMR,BDUR,electrical,23.0
PLMR,PDEL,electrical,4.0
PLMR,PDER,electrical,2.0
FLPR,AVDL,electrical,9.0
FLPR,AVDR,electrical,2.0
FLPR,ADER,electrical,4.0
FLPR,FLPL,electrical,6.0
FLPR,DA1,electrical,5.0
FLPR,DA2,electrical,6.0
FLPR,DA3,electrical,16.0
FLPR,AS1,electrical,1.0
ADEL,RIGR,electrical,1.0
ADEL,IL2L,electrical,2.0
ADEL,SIBVL,electrical,1.0
ADEL,AINL,electrical,2.0
ADEL,RMDDR,electrical,1.0
ADEL,RMER,electrical,1.0
ADEL,SIBDL,electrical,1.0
DD1,HSNR,electrical,1.0
DD1,RIFR,electrical,2.0
DD1,FLPL,electrical,1.0
DD1,VD1,electrical,1.0
DD1,VC1,electrical,1.0
DD1,DD2,electrical,6.0
DD1,VD3,electrical,4.0
DD1,SABVR,electrical,1.0
DD1,VD2,electrical,3.0
VA1,AVAL,electrical,5.0
VA1,AVAR,electrical,7.0
VA1,DA2,electrical,9.0
VB1,AVBL,electrical,1.0
VB1,SMDVL,electrical,6.0
VB1,SAAVR,electrical,1.0
VB1,SABD,electrical,3.0
VB1,DB2,electrical,1.0
VB1,VB2,electrical,2.0
VB1,AVFR,electrical,1.0
URYDL,RIGL,electrical,4.0
URYDL,AVAL,electrical,2.0
RIMR,AIYR,electrical,3.0
RIMR,AIBL,electrical,1.0
RIMR,AVAL,electrical,11.0
RIMR,AVAR,electrical,2.0
RIMR,AVER,electrical,11.0
RIMR,AVEL,electrical,7.0
RIMR,SIADR,electrical,1.0
RIMR,RIS,electrical,2.0
RIMR,AVKR,electrical,1.0
SABD,AVAL,electrical,7.0
SABD,VA2,electrical,12.0
SABD,VB1,electrical,3.0
SABD,VA3,electrical,2.0
DA2,AVAL,electrical,7.0
DA2,AVAR,electrical,3.0
DA2,DA1,electrical,1.0
DA2,FLPR,electrical,6.0
DA2,VA1,electrical,9.0
DA2,DA5,electrical,1.0
DA2,VA5,electrical,3.0
DA2,AS3,electrical,1.0
DA2,AS2,electrical,2.0
DB2,AVBR,electrical,3.0
DB2,VB1,electrical,1.0
DB2,DB3,electrical,14.0
DB2,DB1,electrical,5.0
DB2,VB4,electrical,1.0
DB3,AVBL,electrical,9.0
DB3,AVBR,electrical,2.0
DB3,RID,electrical,1.0
DB3,PVM,electrical,2.0
DB3,DB2,electrical,14.0
DB3,DB4,electrical,1.0
DB3,VB6,electrical,1.0
DB3,DD3,electrical,1.0
DB4,AVBL,electrical,4.0
DB4,AVBR,electrical,5.0
DB4,DB3,electrical,1.0
DB4,VB7,electrical,1.0
DB4,DD3,electrical,1.0
DB4,DB5,electrical,5.0
VA6,AVAL,electrical,13.0
VA6,VA2,electrical,1.0
VA6,DA3,electrical,1.0
VA8,AVAL,electrical,2.0
VA8,AVAR,electrical,2.0
VA12,AVAR,electrical,3.0
VA12,PVCL,electrical,18.0
VA12,PVPL,electrical,1.0
VA12,PVCR,electrical,8.0
VA12,DA8,electrical,6.0
VA12,VB11,electrical,7.0
VA12,PHCL,electrical,1.0
VA12,DA9,electrical,1.0
VA12,DD6,electrical,7.0
VA12,AS10,electrical,3.0
VA12,VD12,electrical,8.0
VA12,VA11,electrical,1.0
VA12,VD13,electrical,6.0
VB7,AVBL,electrical,4.0
VB7,AVBR,electrical,3.0
VB7,DB4,electrical,1.0
VB7,VB6,electrical,5.0
VB7,VB2,electrical,1.0
VB7,VB8,electrical,5.0
VB11,AVBL,electrical,5.0
VB11,AVBR,electrical,6.0
VB11,AVAL,electrical,2.0
VB11,PVCL,electrical,4.0
VB11,PVCR,electrical,2.0
VB11,AS11,electrical,1.0
VB11,AVKL,electrical,1.0
VB11,VA12,electrical,7.0
VB11,DA9,electrical,1.0
VB11,VD12,electrical,1.0
PVDL,ALA,electrical,250.0
PVDL,AVAR,electrical,4.0
PVDL,PVCR,electrical,1.0
PVDL,AVG,electrical,1.0
PVDL,PVDR,electrical,3.0
PVDL,CANL,electrical,100.0
PVDL,DA5,electrical,1.0
PVDL,DA3,electrical,1.0
PVDL,VA10,electrical,1.0
PVDL,DB1,electrical,1.0
PVDR,ALA,electrical,250.0
PVDR,AVAL,electrical,6.0
PVDR,PVCR,electrical,2.0
PVDR,PDER,electrical,1.0
PVDR,PVDL,electrical,3.0
PVDR,DVC,electrical,1.0
PVDR,CANR,electrical,100.0
PVDR,VD9,electrical,1.0
PVDR,AS3,electrical,1.0
DD5,VD10,electrical,2.0
DD5,DD6,electrical,3.0
DD5,VD11,electrical,1.0
DD5,VD9,electrical,1.0
DD5,DD4,electrical,3.0
VD10,DD5,electrical,2.0
VD10,VD11,electrical,6.0
VD10,VD9,electrical,6.0
VB5,AVBL,electrical,3.0
VB5,AVBR,electrical,3.0
VB5,VB6,electrical,5.0
VB5,VB4,electrical,1.0
VB6,AVBL,electrical,3.0
VB6,AVBR,electrical,4.0
VB6,DB3,electrical,1.0
VB6,VB7,electrical,5.0
VB6,VB5,electrical,5.0
OLLL,RIGL,electrical,3.0
OLLL,OLLR,electrical,11.0
OLLL,IL2L,electrical,2.0
IL1L,RIPL,electrical,1.0
IL1L,IL1DL,electrical,2.0
IL1L,URBL,electrical,2.0
IL1L,RMER,electrical,1.0
IL1L,IL1VL,electrical,8.0
URBL,ADFL,electrical,1.0
URBL,AFDL,electrical,9.0
URBL,IL2L,electrical,4.0
URBL,IL1L,electrical,2.0
URBL,OLQDL,electrical,3.0
AVL,PVPR,electrical,8.0
AVL,AVEL,electrical,1.0
AVL,PVPL,electrical,1.0
AVL,AVKL,electrical,3.0
AVL,PVT,electrical,6.0
AVL,DA9,electrical,4.0
AVL,DVC,electrical,22.0
AVL,DD6,electrical,28.0
AVL,DVB,electrical,14.0
AVL,VD11,electrical,1.0
AVL,PVWR,electrical,3.0
AVL,VD12,electrical,2.0
AVL,VD13,electrical,5.0
AVL,PDA,electrical,3.0
RMER,IL2L,electrical,2.0
RMER,ADEL,electrical,1.0
RMER,IL1L,electrical,1.0
RMER,RMDL,electrical,1.0
RMER,RMEV,electrical,1.0
RMDL,IL2L,electrical,2.0
RMDL,RIML,electrical,1.0
RMDL,SIBVL,electrical,2.0
RMDL,RMDDL,electrical,1.0
RMDL,SIAVR,electrical,1.0
RMDL,RMDDR,electrical,1.0
RMDL,RMDVL,electrical,1.0
RMDL,SMDDL,electrical,2.0
RMDL,RMER,electrical,1.0
SIBDR,RIVL,electrical,1.0
SIBDR,SMBVR,electrical,1.0
SIBDR,AIML,electrical,2.0
SIBDR,RIBR,electrical,2.0
SIBDR,PVCR,electrical,1.0
SIBDR,SIBVR,electrical,10.0
IL1R,IL1DR,electrical,8.0
IL1R,IL1VR,electrical,8.0
SMDVR,ADFR,electrical,2.0
SMDVR,RIAR,electrical,1.0
SMDVR,AVEL,electrical,1.0
SMDVR,RIVR,electrical,8.0
SMDVR,RMDVR,electrical,8.0
VB2,AVBL,electrical,14.0
VB2,AVBR,electrical,6.0
VB2,VB3,electrical,10.0
VB2,VB1,electrical,2.0
VB2,VB7,electrical,1.0
VB2,VB4,electrical,1.0
PHAL,AVHL,electrical,1.0
PHAL,PVPR,electrical,7.0
PHAL,PLNL,electrical,1.0
PHAL,AVG,electrical,3.0
PHAL,PHAR,electrical,7.0
PHAL,PHCL,electrical,1.0
PHAR,AVHR,electrical,2.0
PHAR,PLNR,electrical,6.0
PHAR,PVR,electrical,2.0
PHAR,PVPL,electrical,15.0
PHAR,AVG,electrical,2.0
PHAR,PHAL,electrical,7.0
PHAR,PHCR,electrical,1.0
PHAR,PDA,electrical,1.0
PHBR,AVHR,electrical,2.0
PHBR,AVHL,electrical,10.0
PHBR,PVPL,electrical,1.0
PHBR,PHBL,electrical,17.0
PHBR,PVT,electrical,1.0
PHBR,PHCR,electrical,1.0
PVT,AIBR,electrical,1.0
PVT,PVQR,electrical,1.0
PVT,PVPR,electrical,17.0
PVT,AVDL,electrical,1.0
PVT,AVAR,electrical,2.0
PVT,AVJL,electrical,1.0
PVT,DVA,electrical,8.0
PVT,PVPL,electrical,14.0
PVT,PVCR,electrical,4.0
PVT,LUAR,electrical,4.0
PVT,PVNL,electrical,2.0
PVT,AVG,electrical,4.0
PVT,PVNR,electrical,3.0
PVT,AVKL,electrical,5.0
PVT,AVL,electrical,6.0
PVT,PHBR,electrical,1.0
PVT,RMEV,electrical,1.0
PVT,URAVL,electrical,1.0
PVT,DVC,electrical,11.0
PVT,AVKR,electrical,1.0
PVT,DD6,electrical,3.0
PVT,VC2,electrical,1.0
PVT,DVB,electrical,3.0
PVT,VD11,electrical,3.0
PVT,PVWR,electrical,2.0
PVT,VD12,electrical,4.0
PVT,VD13,electrical,17.0
PVT,VC6,electrical,2.0
PVT,VC3,electrical,1.0
PVT,VC5,electrical,2.0
PHCL,AVAL,electrical,1.0
PHCL,PLNL,electrical,2.0
PHCL,VA12,electrical,1.0
PHCL,PHAL,electrical,1.0
PHCL,PHCR,electrical,2.0
PHCR,AVAL,electrical,3.0
PHCR,AVAR,electrical,1.0
PHCR,AVJR,electrical,1.0
PHCR,PVCR,electrical,5.0
PHCR,AVG,electrical,1.0
PHCR,PHAR,electrical,1.0
PHCR,PHBR,electrical,1.0
PHCR,PHCL,electrical,2.0
PHCR,DA9,electrical,7.0
LUAL,AVHL,electrical,1.0
LUAL,AVAL,electrical,2.0
LUAL,PVCL,electrical,1.0
LUAL,AVJL,electrical,5.0
LUAL,PVR,electrical,6.0
LUAL,PVNL,electrical,3.0
LUAL,PLML,electrical,8.0
DA9,AVAL,electrical,1.0
DA9,AVAR,electrical,4.0
DA9,RID,electrical,1.0
DA9,DVA,electrical,3.0
DA9,PVR,electrical,15.0
DA9,PVCR,electrical,3.0
DA9,DA8,electrical,15.0
DA9,VA12,electrical,1.0
DA9,VB11,electrical,1.0
DA9,AVL,electrical,4.0
DA9,PHCR,electrical,7.0
DA9,VA11,electrical,3.0
DA9,VD13,electrical,2.0
DA9,PDA,electrical,9.0
IL2DL,URADL,electrical,1.0
OLQDL,RIBL,electrical,5.0
OLQDL,CEPDL,electrical,2.0
OLQDL,RIGL,electrical,3.0
OLQDL,RMDVL,electrical,1.0
OLQDL,URBL,electrical,3.0
URADL,IL2DL,electrical,1.0
RMEL,RIGL,electrical,2.0
RMEL,RMEV,electrical,4.0
RMED,RIPL,electrical,2.0
RMED,AIBL,electrical,2.0
RMED,RIPR,electrical,4.0
RMED,RMEV,electrical,6.0
RMED,IL2DR,electrical,1.0
RMED,IL1VL,electrical,3.0
RMEV,RIBL,electrical,2.0
RMEV,SMDVL,electrical,1.0
RMEV,AVER,electrical,1.0
RMEV,AVEL,electrical,1.0
RMEV,IL1DL,electrical,1.0
RMEV,RIS,electrical,1.0
RMEV,RMER,electrical,1.0
RMEV,PVT,electrical,1.0
RMEV,RMEL,electrical,4.0
RMEV,RMED,electrical,6.0
RMEV,IL1DR,electrical,4.0
IL2DR,RMED,electrical,1.0
IL2DR,URADR,electrical,1.0
OLQDR,RIGR,electrical,4.0
OLQDR,RIH,electrical,2.0
OLQDR,URBR,electrical,7.0
OLQDR,RIBR,electrical,5.0
OLQDR,CEPDR,electrical,8.0
OLQDR,RMDVR,electrical,1.0
IL1DR,IL1DL,electrical,3.0
IL1DR,IL1R,electrical,8.0
IL1DR,RMEV,electrical,4.0
IL1DR,RMDVR,electrical,1.0
URADR,IL2DR,electrical,1.0
URADR,URYDR,electrical,1.0
URAVL,RIPL,electrical,1.0
URAVL,IL2L,electrical,1.0
URAVL,CEPVL,electrical,3.0
URAVL,PVT,electrical,1.0
URAVL,IL2VL,electrical,3.0
IL2VL,URAVL,electrical,3.0
IL1VL,RMDDL,electrical,1.0
IL1VL,IL1L,electrical,8.0
IL1VL,RMED,electrical,3.0
IL1VL,IL1VR,electrical,11.0
DVC,AIBL,electrical,2.0
DVC,AIBR,electrical,9.0
DVC,PVQR,electrical,7.0
DVC,AVHR,electrical,4.0
DVC,PVPR,electrical,34.0
DVC,DVA,electrical,1.0
DVC,PVPL,electrical,20.0
DVC,AVG,electrical,12.0
DVC,PVNR,electrical,1.0
DVC,PVDR,electrical,1.0
DVC,AVL,electrical,22.0
DVC,PVT,electrical,11.0
DVC,DD6,electrical,1.0
DVC,VD1,electrical,2.0
DVC,DVB,electrical,15.0
DVC,VD11,electrical,1.0
DVC,VD13,electrical,1.0
DVC,VC6,electrical,1.0
DVC,VC5,electrical,1.0
IL2VR,CEPVR,electrical,1.0
IL2VR,IL1VR,electrical,1.0
IL1VR,URAVR,electrical,4.0
IL1VR,IL1R,electrical,8.0
IL1VR,IL1VL,electrical,11.0
IL1VR,IL2VR,electrical,1.0
URYDR,RIGR,electrical,3.0
URYDR,AVAR,electrical,5.0
URYDR,URADR,electrical,1.0
RMDVR,AFDR,electrical,1.0
RMDVR,AVAR,electrical,1.0
RMDVR,AVER,electrical,7.0
RMDVR,AVEL,electrical,2.0
RMDVR,RMDR,electrical,1.0
RMDVR,RMDDR,electrical,5.0
RMDVR,SAAVR,electrical,9.0
RMDVR,SAADL,electrical,1.0
RMDVR,SIAVL,electrical,1.0
RMDVR,SMDVR,electrical,8.0
RMDVR,OLQDR,electrical,1.0
RMDVR,IL1DR,electrical,1.0
SIBVR,RIBL,electrical,2.0
SIBVR,SMBDL,electrical,1.0
SIBVR,AVBR,electrical,1.0
SIBVR,SIBVL,electrical,1.0
SIBVR,RIBR,electrical,6.0
SIBVR,RMDDL,electrical,2.0
SIBVR,RMHL,electrical,3.0
SIBVR,RMDVL,electrical,1.0
SIBVR,PVCR,electrical,1.0
SIBVR,SIBDR,electrical,10.0
URYVL,RIGL,electrical,3.0
URYVL,AVAR,electrical,1.0
SIBDL,RIBL,electrical,5.0
SIBDL,SMBDL,electrical,1.0
SIBDL,SMBVL,electrical,3.0
SIBDL,AVDR,electrical,1.0
SIBDL,AVAR,electrical,1.0
SIBDL,SIBVL,electrical,8.0
SIBDL,SIAVL,electrical,2.0
SIBDL,SMDDL,electrical,3.0
SIBDL,ADEL,electrical,1.0
AVFR,PVQL,electrical,2.0
AVFR,AVHR,electrical,7.0
AVFR,AVHL,electrical,11.0
AVFR,AVFL,electrical,31.0
AVFR,RMGL,electrical,1.0
AVFR,PVPL,electrical,3.0
AVFR,VB1,electrical,1.0
AVFR,VC5,electrical,1.0
AVFR,VC4,electrical,1.0
AVKR,PVQL,electrical,2.0
AVKR,RIGR,electrical,2.0
AVKR,SMBDL,electrical,1.0
AVKR,AIMR,electrical,3.0
AVKR,SMBDR,electrical,9.0
AVKR,SMBVR,electrical,6.0
AVKR,AVER,electrical,1.0
AVKR,RICL,electrical,4.0
AVKR,AQR,electrical,2.0
AVKR,PVPL,electrical,22.0
AVKR,AVKL,electrical,9.0
AVKR,PDEL,electrical,1.0
AVKR,RIMR,electrical,1.0
AVKR,PVT,electrical,1.0
CANL,ALA,electrical,401.0
CANL,PVDL,electrical,100.0
CANR,ALA,electrical,401.0
CANR,PVDR,electrical,100.0
